id,role,type,job_desc,year,qualification,experience,tech_skills,soft_skills
199,AI Developer,Junior,"0 to 1 years of professional experience in AI Agent Developer.
Proficient in Python and deep learning frameworks like PyTorch and TensorFlow.
Strong skills in time-series data analysis, feature engineering, and model optimization.
Familiarity with reinforcement learning algorithms and methodologies.
Experience with cloud platforms (GCP, AWS, Azure), container technologies (Docker, Kubernetes), and microservices.
A proven record of deploying ML models and developing autonomous AI agents.
Knowledge of AI-driven process optimization tools including AI orchestration for enterprise workflows.
Experience in troubleshooting ML systems
Adept at proactive problem identification and resolution.
Certification in MLOps is a plus.",2026,Bachelors,0-1,"Python, Agents, LangChain, LangGraph, TensorFlow/PyTorch, AWS/Azure, ML, MLOps","Communication, Problem Solving"
190,AI Developer,Junior,"Solid DS & Algo, analytical mindset
Strong in Python (FastAPI/Flask/Django) or Node.js
Good knowledge of ReactJS and UI
Experience with REST APIs and ChatGPT integration
Strong in database design and queries ",2026,Bachelors/Masters,0-1,"Python, APIs, Django, Javascript, GenAI, SQL","Communication, Problem Solving"
191,AI Developer,Junior,"Strong analytical and problem-solving skills
Basic understanding of AI/ML concepts
Familiarity with Python or JavaScript
Understanding of APIs and backend systems
Preferred Qualifications
Background in Computer Science, Engineering, or Mathematics
Exposure to AI tools (LangChain, OpenAI APIs)
Participation in projects, hackathons, or internships",2026,Bachelors,0-1,"Python, ML, Javascript, APIs, Agents, OpenAI, LangChain, LangGraph","Communication, Problem Solving"
192,AI Developer,Internship,"Assist in designing, developing, and testing AI/ML models and applications.
Work on Generative AI, NLP, Chatbots, and automation solutions.
Support data collection, preprocessing, and analysis activities.
Collaborate with developers and product teams on AI integrations.
Research and experiment with the latest AI technologies and frameworks.
Develop APIs and backend services for AI applications.
Create technical documentation and project reports.
Participate in code reviews and debugging sessions.",2026,Bachelors,0,"Python, ML, GenAI, NLP, APIs","Communication, Problem Solving"
193,AI Developer,Junior,"Bachelor s degree in Computer Science, IT, or related field
0 3 years of experience (Freshers with strong fundamentals can apply)
Strong understanding of software testing concepts (SDLC, STLC, defect lifecycle)
Good analytical and problem-solving skills
Ability to understand business logic and workflows quickly
Strong verbal and written communication skills
Basic understanding of:
Manual testing techniques
API testing concepts
Databases (SQL basics)
Familiarity with tools like JIRA or similar bug tracking tools
Good to Have (Not Mandatory)
Exposure to automation tools (Selenium or similar)
Basic programming knowledge ( Java / JavaScript / HTML / CSS )
Experience or understanding of Agile/Scrum
Awareness of Git/GitHub
Understanding of non-functional testing (performance, security basic level)",2026,Bachelors,0-1,"Python, APIs, SQL, Java, Javascript, Git, Github","Communication, Problem Solving"
194,AI Developer,Senior,"artificial intelligence
image processingpythonnatural language processingneural networksnumpymachine learningpandasdeep learningtensorflowrdata sciencepredictive modelingcomputer visionkerasflaskopencvpattern recognition",2026,Bachelors,1-5,"Python, Pandas, NumPy, NLP, ML, TensorFlow/PyTorch","Communication, Problem Solving"
195,AI Developer,Senior,"Experience
1 to 4 years of experience in Data Engineering, Data Warehousing, or related roles
Hands-on experience in data modeling and Data Mart development preferred
Technical Skills
Strong expertise in Data Modeling & Data Warehousing concepts
Programming: Python, SQL, PL/SQL, Shell scripting
SQL expertise in query optimization and performance tuning
Data Processing: Apache Spark, ETL/ELT frameworks
Workflow orchestration: Apache Airflow, DBT
Cloud Platforms: AWS and Oracle Cloud (OCI)
Data Platforms: Snowflake, Databricks or similar modern warehouses
Databases: Oracle, MS SQL, and NoSQL databases
Streaming Technologies: Kafka / event-driven systems
API Development: RESTful APIs and integrations
Containerization: Docker (Kubernetes is a plus)
Data Architecture: Data Lake, Data Warehouse, Data Mart, Data Vault
Exposure to AI/ML workflows and GenAI concepts is an added advantage
Familiarity with DevOps/DataOps (CI/CD, version control, automation)",2026,Bachelors,1-5,"Python, SQL, AWS/Azure, APIs, GenAI, Docker, Kubernetes, CI/CD, Git, Github","Communication, Problem Solving"
196,AI Developer,Senior,"Degree in CS, AI, ML, or related field.
Proficient in Python and ML frameworks (TensorFlow, PyTorch).
Strong in algorithms, data structures, and statistics.
Experience with data processing and cloud platforms.
Excellent analytical and communication skills.",2026,Bachelors,1-5,"Python, ML, TensorFlow/PyTorch, AWS/Azure","Communication, Porblem Solving"
197,AI Developer,Senior,"Junior AI Developer (13 Years)
12 years of experience in application development or AI-related projects.
Basic experience with AI models, APIs, or agent frameworks.
Strong problem-solving skills and eagerness to learn AI systems and deployments.
Ability to work under guidance and follow defined implementation plans.
Preferred Skills
Experience with LLM-based agents or agent orchestration frameworks.
Knowledge of Python, Node.js, or similar backend technologies.
Exposure to cloud platforms (AWS, Azure, or GCP).
Familiarity with Docker, CI/CD pipelines, or scalable deployment models.
Understanding of security and performance considerations for AI applications.",2026,Bachelors,10-15,"Python, ML, APIs, LLMs, Javascript, AWS/ Azure, CI/CD, Docker","Communication, Problem Solving"
198,AI Developer,Senior,"Strong proficiency in programming languages such as Python, Java, or C++.
Experience with AI frameworks like TensorFlow, PyTorch, or Keras.
Knowledge of ML algorithms and deep learning techniques.
Familiarity with cloud platforms such as AWS or Google Cloud.
Excellent problem-solving skills and attention to detail.
Ability to work collaboratively in a team environment and communicate effectively with stakeholders.",2026,Bachelors,1-5,"Python, Java, C, C++, TensorFlow/PyTorch, ML, AWS/Azure","Communication, Problem Solving"
199,AI Developer,Internship,"Develop and implement AI models using Python and other relevant technologies.
Collaborate with cross-functional teams to design and develop new features.
Work on PDF/OCR extraction, accounting, and JavaScript tasks.
Analyze data and create visualizations using JSON and SQL.
Participate in code reviews and contribute to improving the overall quality of the codebase.
Stay updated with industry trends and emerging technologies in AI and Python",2026,Bachelors,0,"Python, Javascript, SQL, ML","Communication, Problem Solving"
200,AI Developer,Internship,"Interest in Generative AI, Large Language Models (LLMs), and AI Agentic Systems is an advantage.
Basic knowledge of programming languages such as C#, Python, or similar technologies.
Understanding of Object-Oriented Programming (OOP) concepts.
Familiarity with databases and SQL queries.
Basic understanding of web technologies (HTML, CSS, JavaScript).
Strong analytical, problem-solving, and communication skills.
Eagerness to learn new technologies and adapt to a fast-paced environment.
Ability to work from the Hyderabad office throughout the internship period",2026,Bachelors,0,"Python, LLMs, C#, Agents, SQL, Javascript, GenAI","Communication, Problem Solving"
201,AI Developer,Internship,"What You ll Do (Responsibilities)
AI-Pair Programming: Use tools like antigravity, GitHub Copilot, Cursor, or Claude Dev to build production-ready features, focusing on architectural logic while the AI handles the syntax.
Prompt Engineering for Code: Create and maintain a Prompt Library for the team to automate repetitive tasks like unit testing, documentation, and SQL migrations.
Code Verification: Act as the Human-in-the-loop to audit AI-generated code for security flaws, technical debt, and logical errors.
RAG & Tooling: Assist in building internal AI tools (using LangChain or LlamaIndex) that help our senior devs navigate our massive internal codebase.
Performance Benchmarking: Help track Developer Velocity measuring how much faster we ship code with AI assistance vs. traditional methods.",2026,Bachelors,0,"Python, Github, Git, Prompt Engineering, SQL, Agents, LangChain, LangGraph, LlamaIndex, RAG, GenAI ","Communication, Problem Solving"
